id,Biosample.Summary,Biosample,GROUP,SECONDARY,COLOR,category,infoline,age,sex,type,origin,perturb,lifestage,Project2,Mark,Status,Life.Stage,Age,Age.Units,Sex,Treatment,Duration,Duration.Units,Multi.donor.,Donor.IDs,collated.DONORS,Accession,Assay,Target,Project,Lab,Month.Submitted,Replication.Type,Biosample.IDS,Link
BSS00135,brain female embryo (85 days),brain,Brain,,#C5912B,Neural,BRAIN,85,female,tissue,,,embryonic,Roadmap (Novel),DNase-seq,released,embryonic,85,day,female,,NA,,No,ENCDO316SVQ,ENCDO316SVQ,ENCSR026EOM,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS471MPZ,/experiments/ENCSR026EOM/
BSS00136,brain female embryo (96 days),brain,Brain,,#C5912B,Neural,BRAIN,96,female,tissue,,,embryonic,Roadmap (Novel),DNase-seq,released,embryonic,96,day,female,,NA,,No,ENCDO370HUJ,ENCDO370HUJ,ENCSR156CLC,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS496RLL,/experiments/ENCSR156CLC/
BSS00138,brain male embryo (101 day),brain,Brain,,#C5912B,Neural,BRAIN,101,male,tissue,,,embryonic,Roadmap (Novel),DNase-seq,released,embryonic,101,day,male,,NA,,No,ENCDO148CGW,ENCDO148CGW,ENCSR572LDG,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS187SSL,/experiments/ENCSR572LDG/
BSS00139,brain male embryo (104 days),brain,Brain,,#C5912B,Neural,BRAIN,104,male,tissue,,,embryonic,Roadmap (Novel),DNase-seq,released,embryonic,104,day,male,,NA,,No,ENCDO024JHT,ENCDO024JHT,ENCSR947POC,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS403FLZ,/experiments/ENCSR947POC/
BSS00140,brain male embryo (105 days),brain,Brain,,#C5912B,Neural,BRAIN,105,male,tissue,,,embryonic,ENCODE,DNase-seq,released,embryonic,105,day,male,,NA,,No,ENCDO908MUY,ENCDO908MUY,ENCSR420RWU,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2018",unreplicated,ENCBS493ZWQ,/experiments/ENCSR420RWU/
BSS00141,brain male embryo (122 days),brain,Brain,,#C5912B,Neural,BRAIN,122,male,tissue,,,embryonic,Roadmap 2015,H3K27me3,released,embryonic,122,day,male,,NA,,No,ENCDO762SKK,ENCDO762SKK,ENCSR627STE,ChIP-seq,H3K27me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS377MBP,/experiments/ENCSR627STE/
BSS00141,brain male embryo (122 days),brain,Brain,,#C5912B,Neural,BRAIN,122,male,tissue,,,embryonic,Roadmap 2015,DNase-seq,released,embryonic,122,day,male,,NA,,No,ENCDO762SKK,ENCDO762SKK,ENCSR649KBB,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS640AFZ,/experiments/ENCSR649KBB/
BSS00141,brain male embryo (122 days),brain,Brain,,#C5912B,Neural,BRAIN,122,male,tissue,,,embryonic,Roadmap 2015,H3K9me3,released,embryonic,122,day,male,,NA,,No,ENCDO762SKK,ENCDO762SKK,ENCSR829NJE,ChIP-seq,H3K9me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS377MBP,/experiments/ENCSR829NJE/
BSS00141,brain male embryo (122 days),brain,Brain,,#C5912B,Neural,BRAIN,122,male,tissue,,,embryonic,Roadmap 2015,H3K36me3,released,embryonic,122,day,male,,NA,,No,ENCDO762SKK,ENCDO762SKK,ENCSR888JWS,ChIP-seq,H3K36me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS377MBP,/experiments/ENCSR888JWS/
BSS00141,brain male embryo (122 days),brain,Brain,,#C5912B,Neural,BRAIN,122,male,tissue,,,embryonic,Roadmap 2015,H3K4me3,released,embryonic,122,day,male,,NA,,No,ENCDO762SKK,ENCDO762SKK,ENCSR143MZL,ChIP-seq,H3K4me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS377MBP,/experiments/ENCSR143MZL/
BSS00142,brain male embryo (72 days) and male embryo (76 days),brain,Brain,,#C5912B,Neural,BRAIN,"72,76",male,tissue,,,embryonic,ENCODE,DNase-seq,released,embryonic,"72,76",day,male,,NA,,No,"ENCDO300THQ,ENCDO647EYG","ENCDO300THQ,ENCDO647EYG",ENCSR475VQD,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"August, 2015",anisogenic,"ENCBS489VFT,ENCBS980LUR",/experiments/ENCSR475VQD/
BSS00145,breast epithelium female adult (51 year),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,51,female,tissue,,,adult,ENCODE,ATAC-seq,released,adult,51,year,female,,NA,,No,ENCDO271OUW,ENCDO271OUW,ENCSR846ZBX,ATAC-seq,,ENCODE,/labs/michael-snyder/,"June, 2016",unreplicated,ENCBS824TRN,/experiments/ENCSR846ZBX/
BSS00145,breast epithelium female adult (51 year),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,51,female,tissue,,,adult,ENCODE,DNase-seq,released,adult,51,year,female,,NA,,No,ENCDO271OUW,ENCDO271OUW,ENCSR600KUR,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"January, 2018",unreplicated,ENCBS608BDX,/experiments/ENCSR600KUR/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,H3K27me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR770WSE,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"January, 2017",unreplicated,ENCBS433LAO,/experiments/ENCSR770WSE/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,H3K36me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR543YQF,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS433LAO,/experiments/ENCSR543YQF/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,H3K27ac,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR034ZKE,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS433LAO,/experiments/ENCSR034ZKE/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,H3K4me1,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR553IAW,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS433LAO,/experiments/ENCSR553IAW/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,H3K9me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR403UOU,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",unreplicated,ENCBS433LAO,/experiments/ENCSR403UOU/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,ATAC-seq,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR654UYP,ATAC-seq,,ENCODE,/labs/michael-snyder/,"June, 2016",unreplicated,ENCBS114DQJ,/experiments/ENCSR654UYP/
BSS00146,breast epithelium female adult (53 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,53,female,tissue,,,adult,ENCODE,H3K4me3,released,adult,53,year,female,,NA,,No,ENCDO793LXB,ENCDO793LXB,ENCSR416AUW,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"November, 2016",isogenic,ENCBS433LAO,/experiments/ENCSR416AUW/
BSS00148,breast epithelium male adult (54 years),breast epithelium,Other,,#999999,Other,BREAST EPITHELIUM,54,male,tissue,,,adult,ENCODE,ATAC-seq,released,adult,54,year,male,,NA,,No,ENCDO451RUA,ENCDO451RUA,ENCSR955JSO,ATAC-seq,,ENCODE,/labs/michael-snyder/,"June, 2016",unreplicated,ENCBS748DLA,/experiments/ENCSR955JSO/
BSS00170,cardiac muscle cell,cardiac muscle cell,Muscle,,#C2655D,Tissue,CARDIAC MYOCYTE,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,H3K4me3,released,unknown,unknown,,unknown,,NA,,No,ENCDO330AAA,ENCDO330AAA,ENCSR000DTK,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"February, 2011",isogenic,"ENCBS836NVG,ENCBS072ENC",/experiments/ENCSR000DTK/
BSS00170,cardiac muscle cell,cardiac muscle cell,Muscle,,#C2655D,Tissue,CARDIAC MYOCYTE,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,DNase-seq,released,unknown,unknown,,unknown,,NA,,No,ENCDO330AAA,ENCDO330AAA,ENCSR000ENJ,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"December, 2010",isogenic,"ENCBS072ENC,ENCBS836NVG",/experiments/ENCSR000ENJ/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K36me3,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR399SJE,ChIP-seq,H3K36me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR399SJE/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K27me3,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR209WQN,ChIP-seq,H3K27me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR209WQN/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K9me3,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR552TQB,ChIP-seq,H3K9me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR552TQB/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K27ac,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR798RTU,ChIP-seq,H3K27ac,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR798RTU/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K9ac,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR672FMZ,ChIP-seq,H3K9ac,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR672FMZ/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K4me1,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR264YGM,ChIP-seq,H3K4me1,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR264YGM/
BSS00173,caudate nucleus female adult (75 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,75,female,tissue,,,adult,Roadmap 2015,H3K4me3,released,adult,75,year,female,,NA,,No,ENCDO871IWW,ENCDO871IWW,ENCSR486QMV,ChIP-seq,H3K4me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS154RSX,/experiments/ENCSR486QMV/
BSS00174,caudate nucleus male adult (78 years),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,78,male,tissue,,,adult,ENCODE,DNase-seq,released,adult,78,year,male,,NA,,No,ENCDO317XRR,ENCDO317XRR,ENCSR015BGH,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2016",unreplicated,ENCBS214ENX,/experiments/ENCSR015BGH/
BSS00175,caudate nucleus male adult (81 year),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,81,male,tissue,,,adult,Roadmap 2015,H3K4me1,released,adult,81,year,male,,NA,,No,ENCDO980BZD,ENCDO980BZD,ENCSR303OIB,ChIP-seq,H3K4me1,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS938UCH,/experiments/ENCSR303OIB/
BSS00175,caudate nucleus male adult (81 year),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,81,male,tissue,,,adult,Roadmap 2015,H3K36me3,released,adult,81,year,male,,NA,,No,ENCDO980BZD,ENCDO980BZD,ENCSR893MHU,ChIP-seq,H3K36me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS938UCH,/experiments/ENCSR893MHU/
BSS00175,caudate nucleus male adult (81 year),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,81,male,tissue,,,adult,Roadmap 2015,H3K4me3,released,adult,81,year,male,,NA,,No,ENCDO980BZD,ENCDO980BZD,ENCSR840KVX,ChIP-seq,H3K4me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS938UCH,/experiments/ENCSR840KVX/
BSS00175,caudate nucleus male adult (81 year),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,81,male,tissue,,,adult,Roadmap 2015,H3K27ac,released,adult,81,year,male,,NA,,No,ENCDO980BZD,ENCDO980BZD,ENCSR494MDB,ChIP-seq,H3K27ac,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS938UCH,/experiments/ENCSR494MDB/
BSS00175,caudate nucleus male adult (81 year),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,81,male,tissue,,,adult,Roadmap 2015,H3K27me3,released,adult,81,year,male,,NA,,No,ENCDO980BZD,ENCDO980BZD,ENCSR494OPF,ChIP-seq,H3K27me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS938UCH,/experiments/ENCSR494OPF/
BSS00175,caudate nucleus male adult (81 year),caudate nucleus,Brain,,#C5912B,Neural,CAUDATE NUCLEUS,81,male,tissue,,,adult,Roadmap 2015,H3K9me3,released,adult,81,year,male,,NA,,No,ENCDO980BZD,ENCDO980BZD,ENCSR109NBJ,ChIP-seq,H3K9me3,Roadmap,/labs/bradley-bernstein/,"July, 2013",unreplicated,ENCBS938UCH,/experiments/ENCSR109NBJ/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K36me3,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASL,ChIP-seq,H3K36me3,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS188BKX,ENCBS865RXK",/experiments/ENCSR000ASL/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K27me3,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000DWM,ChIP-seq,H3K27me3,ENCODE,/labs/john-stamatoyannopoulos/,"November, 2011",unreplicated,ENCBS609ENC,/experiments/ENCSR000DWM/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K79me2,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASO,ChIP-seq,H3K79me2,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASO/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K9me3,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASP,ChIP-seq,H3K9me3,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASP/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K27ac,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASJ,ChIP-seq,H3K27ac,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASJ/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K27me3,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASK,ChIP-seq,H3K27me3,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASK/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K4me1,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASM,ChIP-seq,H3K4me1,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS188BKX,ENCBS865RXK",/experiments/ENCSR000ASM/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K9ac,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ATF,ChIP-seq,H3K9ac,ENCODE,/labs/bradley-bernstein/,"December, 2017",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ATF/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K4me3,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASN,ChIP-seq,H3K4me3,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASN/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K4me2,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ATE,ChIP-seq,H3K4me2,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ATE/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,DNase-seq,released,unknown,unknown,,female,,NA,,No,"ENCDO266AAA,ENCDO265AAA","ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ELE,DNase-seq,,ENCODE,/labs/gregory-crawford/,"August, 2012",anisogenic,"ENCBS629ENC,ENCBS628ENC",/experiments/ENCSR000ELE/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H2AFZ,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASI,ChIP-seq,H2AFZ,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASI/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H3K4me3,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000DWL,ChIP-seq,H3K4me3,ENCODE,/labs/john-stamatoyannopoulos/,"November, 2011",unreplicated,ENCBS609ENC,/experiments/ENCSR000DWL/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,H4K20me1,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000ASQ,ChIP-seq,H4K20me1,ENCODE,/labs/bradley-bernstein/,"August, 2012",isogenic,"ENCBS865RXK,ENCBS188BKX",/experiments/ENCSR000ASQ/
BSS00178,CD14-positive monocyte female,CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,unknown,female,primary cell,,,unknown/mixed,ENCODE 2012,DNase-seq,released,unknown,unknown,,female,,NA,,No,ENCDO265AAA,"ENCDO266AAA,ENCDO265AAA,ENCDO265AAA",ENCSR000EPK,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"October, 2011",unreplicated,ENCBS477CHZ,/experiments/ENCSR000EPK/
BSS00179,CD14-positive monocyte female adult (34 years),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,34,female,primary cell,,,adult,Roadmap 2015,DNase-seq,released,adult,34,year,female,,NA,,No,ENCDO579CCQ,ENCDO579CCQ,ENCSR695AUY,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS217PJS,/experiments/ENCSR695AUY/
BSS00180,CD14-positive monocyte male adult (21 year),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,21,male,primary cell,,,adult,Roadmap 2015,H3K9me3,released,adult,21,year,male,,NA,,No,ENCDO190HXC,ENCDO190HXC,ENCSR236JVK,ChIP-seq,H3K9me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS945EIT,/experiments/ENCSR236JVK/
BSS00180,CD14-positive monocyte male adult (21 year),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,21,male,primary cell,,,adult,Roadmap 2015,H3K36me3,released,adult,21,year,male,,NA,,No,ENCDO190HXC,ENCDO190HXC,ENCSR244XWL,ChIP-seq,H3K36me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS945EIT,/experiments/ENCSR244XWL/
BSS00180,CD14-positive monocyte male adult (21 year),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,21,male,primary cell,,,adult,Roadmap 2015,H3K27me3,released,adult,21,year,male,,NA,,No,ENCDO190HXC,ENCDO190HXC,ENCSR080XUB,ChIP-seq,H3K27me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS945EIT,/experiments/ENCSR080XUB/
BSS00180,CD14-positive monocyte male adult (21 year),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,21,male,primary cell,,,adult,Roadmap 2015,H3K27ac,released,adult,21,year,male,,NA,,No,ENCDO190HXC,ENCDO190HXC,ENCSR012PII,ChIP-seq,H3K27ac,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS945EIT,/experiments/ENCSR012PII/
BSS00180,CD14-positive monocyte male adult (21 year),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,21,male,primary cell,,,adult,Roadmap 2015,H3K4me1,released,adult,21,year,male,,NA,,No,ENCDO190HXC,ENCDO190HXC,ENCSR400VWA,ChIP-seq,H3K4me1,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS945EIT,/experiments/ENCSR400VWA/
BSS00180,CD14-positive monocyte male adult (21 year),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,21,male,primary cell,,,adult,Roadmap 2015,DNase-seq,released,adult,21,year,male,,NA,,No,ENCDO190HXC,ENCDO190HXC,ENCSR452DCM,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS945EIT,/experiments/ENCSR452DCM/
BSS00181,CD14-positive monocyte male adult (37 years),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,37,male,primary cell,,,adult,Roadmap 2015,DNase-seq,released,adult,37,year,male,,NA,,No,ENCDO028NGF,ENCDO028NGF,ENCSR674JIL,DNase-seq,,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS375RID,/experiments/ENCSR674JIL/
BSS00181,CD14-positive monocyte male adult (37 years),CD14-positive monocyte,HSC & B-cell,,#55A354,Immune,CD14 MONOCYTE,37,male,primary cell,,,adult,Roadmap 2015,H3K4me3,released,adult,37,year,male,,NA,,No,ENCDO028NGF,ENCDO028NGF,ENCSR796FCS,ChIP-seq,H3K4me3,Roadmap,/labs/john-stamatoyannopoulos/,"July, 2013",unreplicated,ENCBS375RID,/experiments/ENCSR796FCS/
BSS00182,CD1c-positive myeloid dendritic cell,CD1c-positive myeloid dendritic cell,HSC & B-cell,,#55A354,Immune,CD1C MYELOID DENDRITIC CELL,unknown,unknown/mixed,primary cell,,,unknown/mixed,ENCODE,DNase-seq,released,unknown,unknown,,unknown,,NA,,No,ENCDO820BXZ,ENCDO820BXZ,ENCSR373BIX,DNase-seq,,ENCODE,/labs/john-stamatoyannopoulos/,"May, 2016",isogenic,"ENCBS450MZJ,ENCBS514YGQ",/experiments/ENCSR373BIX/
